id	title	runner	command	expect	assertion
E2E-229	Shell repeatable via	shell	request> traceroute 1.1.1.1 via 192.168.23.254 via 1.1.1.1 max-hops 8 timeout 30000	ok_or_clear	Multiple required hops are checked.
E2E-230	Parser missing via	shell-parser	request> traceroute 1.1.1.1 via	error	`via requires a value`.
E2E-231	Parser traceroute size failure	shell-parser	request> traceroute 1.1.1.1 size nope	error	Size parse error.
E2E-232	Parser traceroute timeout boundary	shell-parser	request> traceroute 1.1.1.1 timeout 0	error	Timeout must be positive.
E2E-233	Parser duplicate max-hops	shell-parser	request> traceroute 1.1.1.1 max-hops 1 max-hops 2	error	Duplicate traceroute max-hop values are rejected.
E2E-234	Shell path MTU defaults	shell	request> path-mtu 1.1.1.1	ok_or_clear	Default MTU search succeeds or reports clear network failure.
E2E-235	Shell accepts path MTU minimum only	shell	request> path-mtu min-mtu 1200 1.1.1.1	ok_or_clear	Min-only path accepted.
E2E-236	Shell accepts path MTU maximum only	shell	request> path-mtu max-mtu 1500 1.1.1.1	ok_or_clear	Max-only path accepted.
E2E-237	Shell option order before host	shell	request> path-mtu min-mtu 1200 max-mtu 1500 timeout 30000 1.1.1.1	ok_or_clear	Full bounds path accepted.
E2E-238	Parser min greater than max	shell-parser	request> path-mtu min-mtu 1600 max-mtu 1200 1.1.1.1	error	Path MTU minimum must not exceed the maximum.
E2E-239	Parser max boundary	shell-parser	request> path-mtu max-mtu 0 1.1.1.1	error	Max MTU must be positive if specified.
E2E-240	Parser path-MTU timeout boundary	shell-parser	request> path-mtu timeout 0 1.1.1.1	error	Timeout must be positive.
E2E-241	Parser duplicate min	shell-parser	request> path-mtu min-mtu 1200 min-mtu 1300 1.1.1.1	error	Duplicate path MTU minimum values are rejected.
E2E-242	Shell global IP defaults	shell	request> global-ip	ok_or_clear	Default all-family global IP lookup succeeds.
E2E-243	Shell global IP family IPv6	shell	request> global-ip ipv6 timeout 7000	ok_or_clear	IPv6 family value accepted; succeeds or clear IPv6 unavailable result.
E2E-244	Shell global IP family all	shell	request> global-ip all timeout 7000	ok_or_clear	All-family explicit value accepted.
E2E-245	Parser numeric family 4 rejected	shell-parser	request> global-ip 4 timeout 7000	error	Numeric IPv4 shorthand is not accepted.
E2E-246	Parser numeric family 6 rejected	shell-parser	request> global-ip 6 timeout 7000	error	Numeric IPv6 shorthand is not accepted.
E2E-247	Shell accepts global IP family keyword	shell	request> global-ip family ipv4 timeout 7000	ok_or_clear	Keyword family form accepted.
E2E-248	Parser missing family	shell-parser	request> global-ip family	error	`family requires a value`.
E2E-249	Parser global-IP timeout boundary	shell-parser	request> global-ip timeout 0	error	Timeout must be positive.
E2E-250	Parser duplicate family	shell-parser	request> global-ip family ipv4 family ipv6	error	Duplicate family error.
E2E-251	Shell DNS defaults	shell	request> dns example.com	ok_or_clear	Default ALL qtypes (A and AAAA) succeed.
E2E-252	Shell DNS positional qtype	shell	request> dns example.com AAAA timeout 7000	ok_or_clear	Positional AAAA qtype accepted.
E2E-253	Shell DNS option order	shell	request> dns type ALL timeout 7000 example.com	ok_or_clear	Option qtype before name accepted.
E2E-254	Shell DNS option order reversed	shell	request> dns example.com type A timeout 7000	ok_or_clear	Option qtype after name accepted.
E2E-255	Parser missing DNS type	shell-parser	request> dns example.com type	error	`type requires a value`.
E2E-256	Parser DNS timeout boundary	shell-parser	request> dns example.com timeout 0	error	Timeout must be positive.
E2E-257	Parser too many DNS args	shell-parser	request> dns example.com A AAAA	error	Unexpected extra DNS argument.
E2E-258	Parser duplicate DNS type	shell-parser	request> dns example.com type A type AAAA	error	Duplicate DNS type values are rejected.
E2E-259	Shell HTTP default scheme status	shell	request> http example.com	ok_or_clear	URL is normalized to HTTPS and expected status defaults to 200.
E2E-260	Shell HTTP option order	shell	request> http expected-status 200 timeout 7000 https://example.com	ok_or_clear	Options before URL accepted.
E2E-261	Shell HTTP expected status after URL	shell	request> http https://www.google.com/generate_204 expected-status 204 timeout 7000	ok_or_clear	Expected 204 path succeeds.
E2E-262	Parser HTTP status boundary	shell-parser	request> http https://example.com expected-status 0	error	Expected status must be positive.
E2E-263	Parser HTTP timeout boundary	shell-parser	request> http https://example.com timeout 0	error	Timeout must be positive.
E2E-264	Parser missing status	shell-parser	request> http expected-status	error	`expected-status requires a value`.
E2E-265	Parser duplicate HTTP option	shell-parser	request> http https://example.com expected-status 200 expected-status 204	error	Duplicate HTTP expected-status values are rejected.
E2E-266	Parser too many HTTP args	shell-parser	request> http https://example.com https://example.org	error	Unexpected extra HTTP argument.
E2E-267	Shell download default timeout	shell	request> download https://example.com	ok_or_clear	Download probe succeeds with default timeout.
E2E-268	Shell download option order	shell	request> download timeout 30000 https://example.com	ok_or_clear	Timeout before URL accepted.
E2E-269	Parser missing download timeout	shell-parser	request> download timeout	error	`timeout requires a value`.
E2E-270	Parser download timeout boundary	shell-parser	request> download https://example.com timeout 0	error	Timeout must be positive.
E2E-271	Parser too many download args	shell-parser	request> download https://example.com https://example.org	error	Unexpected extra download argument.
E2E-272	CLI top-level --serial	cli	dropcheck --serial <serial> show devices	ok	Devices list is printed for the selected serial.
E2E-273	CLI --format JSON with equals form	cli	dropcheck --serial=<serial> --format json show devices	ok	JSON devices output.
E2E-274	CLI --format text	cli	dropcheck --format text show devices	ok	Text devices output.
E2E-275	CLI invalid global format	cli	dropcheck --format yaml show devices	error	`--format must be text or json`.
E2E-276	CLI global target conflict	cli	dropcheck --all --target <serial> show devices	error	`--all and --target cannot be used together`.
E2E-277	CLI global flag arity	cli	dropcheck --all=value show devices	error	`--all does not take a value`.
E2E-278	CLI missing global flag value	cli	dropcheck --target	error	`--target requires a value`.
E2E-279	CLI top-level -- delimiter	cli	dropcheck -- --format json show devices	ok	Top-level delimiter leaves args for CLI parsing; JSON devices output is still produced.
E2E-280	CLI IP status	cli	dropcheck show ip status	ok	IP addressing, routes, DNS, and validation render from the CLI.
E2E-281	CLI scan --band	cli	dropcheck show wifi scan --band 5ghz	ok	Cached 5 GHz scan succeeds.
E2E-282	CLI fresh scan options	cli	dropcheck show wifi scan fresh --band 5ghz --timeout 12000	ok	Fresh scan succeeds.
E2E-283	CLI positional band	cli	dropcheck show wifi scan fresh 5ghz --timeout 12000	ok	Fresh scan positional band succeeds.
E2E-284	CLI scan timeout restriction	cli	dropcheck show wifi scan --timeout 12000	error	`--timeout is supported only with wifi scan fresh`.
E2E-285	CLI detail dash band	cli	"dropcheck show wifi scan detail ""<ssid>"" --band 5ghz"	ok	Scan detail succeeds.
E2E-286	CLI detail positional band	cli	"dropcheck show wifi scan detail ""<ssid>"" 5ghz"	ok	Scan detail positional band succeeds.
E2E-287	CLI detail invalid option combination	cli	"dropcheck show wifi scan detail ""<ssid>"" --timeout 12000"	error	`--timeout is supported only with wifi scan fresh`.
E2E-288	CLI accepts positional connect passphrase	cli	"dropcheck request wifi connect ""<ssid>"" <psk> --security auto --timeout 25000"	ok	Positional passphrase form connects.
E2E-289	CLI connect dash options	cli	"dropcheck request wifi connect ""<ssid>"" --passphrase <psk> --security wpa3 --band 5ghz --mac-randomization auto --timeout 25000"	ok	Dash options accepted.
E2E-290	CLI missing value	cli	"dropcheck request wifi connect ""<ssid>"" --passphrase"	error	`--passphrase requires a value`.
E2E-291	CLI connect arity	cli	"dropcheck request wifi connect ""<ssid>"" --passphrase <psk> extra"	error	Too many positional arguments.
E2E-292	CLI wait flags	cli	"dropcheck request wifi wait connected ""<ssid>"" --ip --validated --timeout 12000"	ok	Wait succeeds.
E2E-293	CLI wait --SSID	cli	"dropcheck request wifi wait connected --ssid ""<ssid>"" --ip --timeout 12000"	ok	Wait succeeds with dash `--ssid`.
E2E-294	CLI wait positional arity	cli	"dropcheck request wifi wait connected ""<ssid>"" other"	error	Usage error.
E2E-295	CLI assert flags	cli	"dropcheck request wifi assert --ssid ""<ssid>"" --ip --validated --timeout 5000"	ok	Assert succeeds.
E2E-296	CLI assert positional rejection	cli	"dropcheck request wifi assert ""<ssid>"""	error	Usage error; assert requires dash `--ssid`.
E2E-297	CLI monitor duration interval	cli	dropcheck request monitor wifi --duration 1500 --interval 500	ok	Wi-Fi monitor succeeds.
E2E-298	CLI monitor positional values	cli	dropcheck request monitor wifi 1500 500	ok	Positional monitor duration/interval succeeds.
E2E-299	CLI monitor interval-only	cli	dropcheck request monitor wifi --interval 500	ok	Monitor uses default duration and explicit interval.
E2E-300	CLI positional reconnect timeout	cli	dropcheck request wifi reconnect 10000	ok	Positional reconnect timeout succeeds in CLI.
E2E-301	CLI reconnect dash timeout	cli	dropcheck request wifi reconnect --timeout 10000	ok	Dash reconnect timeout succeeds.
E2E-302	CLI cycle dash options	cli	"dropcheck request wifi cycle ""<ssid>"" --passphrase <psk> --count 1 --ping 1.1.1.1 --http https://www.google.com/generate_204 --pause 100 --timeout 25000"	ok	Cycle runs with dash options.
E2E-303	CLI cycle flag	cli	"dropcheck request wifi cycle ""<ssid>"" --passphrase <psk> --forget --count 1 --pause 100 --timeout 25000"	ok	Cycle forgets after each run.
E2E-304	CLI accepts positional ping count	cli	dropcheck request ping 1.1.1.1 2 --size 56 --timeout 7000	ok	Positional ping count form succeeds.
E2E-305	CLI traceroute options	cli	dropcheck request traceroute 1.1.1.1 8 --via 192.168.23.254 --size 56 --timeout 30000	ok	Positional max-hops plus repeatable via works.
E2E-306	CLI path MTU options	cli	dropcheck request path-mtu 1.1.1.1 --min-mtu 1200 --max-mtu 1500 --timeout 30000	ok	Path-MTU dash options work.
E2E-307	CLI numeric family rejected	cli	dropcheck request global-ip 4 --timeout 7000	error	Numeric family shorthand is rejected.
E2E-308	CLI duplicate family	cli	dropcheck request global-ip ipv4 --family ipv6	error	Family specified twice error.
E2E-309	CLI DNS qtype positional	cli	dropcheck request dns example.com A --timeout 7000	ok	Positional DNS qtype works.
E2E-310	CLI DNS dash type	cli	dropcheck request dns example.com --type AAAA --timeout 7000	ok	Dash DNS qtype works.
E2E-311	CLI HTTP positional status	cli	dropcheck request http https://www.google.com/generate_204 204 --timeout 7000	ok	Positional expected status works.
E2E-312	CLI HTTP dash status	cli	dropcheck request http https://www.google.com/generate_204 --expected-status 204 --timeout 7000	ok	Dash expected status works.
E2E-313	CLI download timeout	cli	dropcheck request download https://example.com --timeout 30000	ok	Download dash timeout works.
E2E-314	CLI standalone runs	cli	dropcheck show standalone runs --limit 1 --synced	ok	Standalone runs CLI flags work.
E2E-315	CLI sync flags	cli	dropcheck sync standalone runs --output <sync-dir> --limit 1 --keep-unsynced	ok	CLI sync keep-unsynced works.
E2E-316	CLI sync conflict semantics	cli	dropcheck sync standalone runs --output <sync-dir> --limit 1 --mark-synced --keep-unsynced	error	Conflicting sync flags are rejected consistently.
E2E-317	CLI standalone set	cli	dropcheck configure set standalone retention 2d	ok	CLI standalone set works.
E2E-318	CLI standalone delete	cli	dropcheck configure delete standalone festa smoke	ok	CLI standalone delete works even when the festa is absent.
E2E-319	CLI unsupported option	cli	dropcheck show wifi status --unknown	error	Usage/unknown option error.
E2E-320	CLI duplicate option	cli	"dropcheck request wifi connect ""<ssid>"" --passphrase <psk> --passphrase other"	error	Duplicate option error from dash parser.
E2E-321	CLI repeatable option exception	cli	dropcheck request traceroute 1.1.1.1 --via 192.168.23.254 --via 1.1.1.1	ok	Repeatable `--via` accepted.
E2E-322	Parser standalone upload target	shell-parser	config> set standalone upload to http://192.168.50.10:8080/dropcheck/e2e	ok	Standalone upload target URL parses.
E2E-323	Parser standalone upload Wi-Fi	shell-parser	"config> set standalone upload via wifi essid ""<ssid>"" passphrase <psk> security wpa3 band 6ghz timeout 5s"	ok	Standalone upload management Wi-Fi parses.
E2E-324	CLI standalone upload target	cli	dropcheck configure set standalone upload to http://192.168.50.10:8080/dropcheck/e2e	ok	CLI standalone upload target parses.
E2E-325	CLI standalone upload Wi-Fi	cli	"dropcheck configure set standalone upload via wifi essid ""<ssid>"" passphrase <psk> security auto timeout 5s"	ok	CLI standalone upload management Wi-Fi parses.
E2E-326	Parser standalone upload Wi-Fi full selector	shell-parser	"config> set standalone upload via wifi essid ""<ssid>"" passphrase <psk> security wpa2 bssid 00:11:22:33:44:55 band 5ghz mac-randomization persistent timeout 5s"	ok	Standalone upload management Wi-Fi accepts bssid, band, MAC randomization, and timeout together.
E2E-327	Parser standalone upload missing ESSID	shell-parser	config> set standalone upload via wifi passphrase <psk>	error	Standalone upload management Wi-Fi requires essid.
E2E-328	Parser standalone upload duplicate passphrase	shell-parser	"config> set standalone upload via wifi essid ""<ssid>"" passphrase <psk> passphrase other"	error	Duplicate standalone upload passphrase values are rejected.
E2E-329	Parser standalone upload invalid MAC mode	shell-parser	"config> set standalone upload via wifi essid ""<ssid>"" passphrase <psk> mac-randomization weird"	error	Unsupported standalone upload MAC randomization is rejected.
E2E-330	CLI standalone upload Wi-Fi full selector	cli	"dropcheck configure set standalone upload via wifi essid ""<ssid>"" passphrase <psk> security wpa2 bssid 00:11:22:33:44:55 band 5ghz mac-randomization persistent timeout 5s"	ok	CLI standalone upload management Wi-Fi accepts the full selector option set.
E2E-331	CLI standalone upload missing passphrase	cli	"dropcheck configure set standalone upload via wifi essid ""<ssid>"""	error	CLI standalone upload management Wi-Fi requires passphrase.
E2E-332	Parser delete standalone upload target	shell-parser	config> delete standalone upload to	ok	Delete standalone upload target parses.
E2E-333	Parser delete standalone upload Wi-Fi	shell-parser	config> delete standalone upload via wifi	ok	Delete standalone upload management Wi-Fi parses.
E2E-334	Parser standalone festa disabled	shell-parser	config> set standalone festa smoke disabled	ok	Standalone festa disabled edit parses.
E2E-335	Parser standalone festa interval	shell-parser	config> set standalone festa smoke interval 2s	ok	Standalone festa interval edit parses.
E2E-336	Parser standalone festa Wi-Fi band	shell-parser	config> set standalone festa smoke wifi lab band 5ghz	ok	Standalone festa Wi-Fi band edit parses.
E2E-337	Parser standalone festa Wi-Fi wait IP	shell-parser	config> set standalone festa smoke wifi lab wait ip	ok	Standalone festa Wi-Fi IP wait edit parses.
E2E-338	Parser standalone festa Wi-Fi wait validated	shell-parser	config> set standalone festa smoke wifi lab wait validated	ok	Standalone festa Wi-Fi validation wait edit parses.
E2E-339	Parser standalone festa Wi-Fi wait invalid	shell-parser	config> set standalone festa smoke wifi lab wait internet	error	Unsupported standalone festa Wi-Fi wait condition is rejected.
E2E-340	Parser delete standalone festa Wi-Fi	shell-parser	config> delete standalone festa smoke wifi lab	ok	Delete standalone festa Wi-Fi parses.
E2E-341	Parser delete standalone festa named check	shell-parser	config> delete standalone festa smoke check cloudflare	ok	Delete standalone festa named check parses.
E2E-342	CLI standalone status	cli	dropcheck show standalone status	ok	CLI standalone status renders runtime state.
E2E-343	CLI standalone run config ESSID	cli	"dropcheck configure set standalone festa cli-table wifi lab match essid ""<ssid>"""	ok	CLI configures a standalone run Wi-Fi ESSID.
E2E-344	CLI standalone run config passphrase	cli	dropcheck configure set standalone festa cli-table wifi lab passphrase <psk> security auto	ok	CLI configures a standalone run Wi-Fi credential and security mode.
E2E-345	Parser standalone run config MAC randomization	shell-parser	"config> set standalone festa smoke wifi lab match essid ""<ssid>"" mac-randomization persistent"	ok	Standalone festa Wi-Fi MAC randomization edit parses.
E2E-346	CLI standalone run config ping	cli	dropcheck configure set standalone festa cli-table check cloudflare test ping host 1.1.1.1 count 1 timeout 8000	ok	CLI configures a standalone ping check.
E2E-347	CLI standalone run config enable	cli	dropcheck configure set standalone festa cli-table enabled	ok	CLI enables the standalone run festa.
E2E-348	CLI standalone run once save	cli	dropcheck request standalone run once --festa cli-table --save	ok	CLI standalone run once saves an archive and prints its run id.
E2E-349	CLI standalone run detail	cli	dropcheck show standalone run <run-id>	ok	CLI standalone run detail fetches the saved archive by run id.
E2E-350	Shell Wi-Fi EHT	shell	show wifi eht	ok_or_clear	EHT-focused Wi-Fi diagnostics render without dispatch error.
E2E-351	Shell Wi-Fi EHT fresh	shell	show wifi eht fresh timeout 12000	ok_or_clear	EHT-focused Wi-Fi diagnostics can trigger a fresh scan.
E2E-352	Parser Wi-Fi EHT fresh shorthand	shell-parser	show wifi eht fresh 9000	ok	Wi-Fi EHT fresh timeout shorthand parses.
E2E-353	Parser Wi-Fi EHT fresh duplicate timeout	shell-parser	show wifi eht fresh timeout 100 timeout 200	error	Duplicate Wi-Fi EHT fresh timeout is rejected.
E2E-354	CLI Wi-Fi EHT	cli	dropcheck show wifi eht	ok_or_clear	EHT-focused Wi-Fi diagnostics render from the CLI.
E2E-355	Shell config display set	shell	show config | display set	ok_or_clear	Config display set renders standalone set commands for copy-paste.
E2E-356	Shell config display set match standalone	shell	show config | display set | match standalone	ok_or_clear	Display set output can be filtered with match.
E2E-357	Parser pipe display set	shell-parser	show config | display set	ok	Config display set pipeline parses.
E2E-358	Parser rejects display set after count	shell-parser	show config | count | display set	error	Display set after count is rejected.
